product_id,product_name,ema_number,patient_safety,authorisation_status,atc_code,additional,generic,conditional,exceptional,accelerated,orphan,authorisation_date,authorisation_holder,therapeutic_group,indication,url,dosage_form,route
108,Irbesartan Zentiva (previously Irbesartan Winthrop),EMEA/H/C/000785,False,Authorised,C09CA04,False,False,False,False,False,False,19/01/2007,Zentiva k.s.,Agents acting on the renin-angiotensin system,Treatment of essential hypertension.Treatment of renal disease in patients with hypertension and type-2 diabetes mellitus as part of an antihypertensive medicinal-product regimen.,https://www.ema.europa.eu/en/medicines/human/EPAR/irbesartan-zentiva,Tablet,Oral
109,Irbesartan Zentiva (previously Irbesartan Winthrop),EMEA/H/C/000785,False,Authorised,C09CA04,False,False,False,False,False,False,19/01/2007,Zentiva k.s.,Agents acting on the renin-angiotensin system,Treatment of essential hypertension.Treatment of renal disease in patients with hypertension and type-2 diabetes mellitus as part of an antihypertensive medicinal-product regimen.,https://www.ema.europa.eu/en/medicines/human/EPAR/irbesartan-zentiva,Tablet,Oral
110,Efavirenz/Emtricitabine/Tenofovir disoproxil Mylan,EMEA/H/C/004240,False,Authorised,J05AR06,False,True,False,False,False,False,05/09/2017,Mylan Pharmaceuticals Limited,Antivirals for systemic use,"Efavirenz/Emtricitabine/Tenofovir disoproxil Mylan is a fixed-dose combination of efavirenz, emtricitabine and tenofovir disoproxil. It is indicated for the treatment of human immunodeficiency virus-1 (HIV-1) infection in adults aged 18 years and over with virologic suppression to HIV-1 RNA levels of < 50 copies/ml on their current combination antiretroviral therapy for more than three months. Patients must not have experienced virological failure on any prior antiretroviral therapy and must be known not to have harboured virus strains with mutations conferring significant resistance to any of the three components contained in Efavirenz/Emtricitabine/Tenofovir disoproxil Mylan prior to initiation of their first antiretroviral treatment regimen.The demonstration of the benefit of efavirenz/emtricitabine/tenofovir disoproxil is primarily based on 48-week data from a clinical study in which patients with stable virologic suppression on a combination antiretroviral therapy changed to efavirenz/emtricitabine/tenofovir disoproxil (see section 5.1). No data are currently available from clinical studies with efavirenz/emtricitabine/tenofovir disoproxil in treatment-naïve or in heavily pretreated patients.No data are available to support the combination of efavirenz/emtricitabine/tenofovir disoproxil and other antiretroviral agents.",https://www.ema.europa.eu/en/medicines/human/EPAR/efavirenz-emtricitabine-tenofovir-disoproxil-mylan,Tablet,Oral
111,Skilarence,EMEA/H/C/002157,False,Authorised,L04AX07,False,False,False,False,False,False,23/06/2017,Almirall S.A,Immunosuppressants,Skilarence is indicated for the treatment of moderate to severe plaque psoriasis in adults in need of systemic medicinal therapy.,https://www.ema.europa.eu/en/medicines/human/EPAR/skilarence,Gastro-Resistant Tablet,Oral
112,Zalviso,EMEA/H/C/002784,False,Withdrawn,N01AH03,False,False,False,False,False,False,18/09/2015,FGK Representative Service GmbH,Anesthetics,"Zalviso is indicated for the management of acute moderate to severe post-operative pain in adult patients., ",https://www.ema.europa.eu/en/medicines/human/EPAR/zalviso,Sublingual Tablet,Sublingual
113,Vaniqa,EMEA/H/C/000325,False,Authorised,D11AX,False,False,False,False,False,False,19/03/2001,"Almirall, S.A.",Other dermatological preparations,Treatment of facial hirsutism in women.,https://www.ema.europa.eu/en/medicines/human/EPAR/vaniqa,Cream,Cutaneous
114,Pemetrexed Pfizer (previously Pemetrexed Hospira),EMEA/H/C/003970,False,Authorised,L01BA04,False,True,False,False,False,False,19/11/2015,Pfizer Europe MA EEIG,Antineoplastic agents,Malignant pleural mesotheliomaPemetrexed Pfizer in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma.Non-small cell lung cancerPemetrexed Pfizer in combination with cisplatin is indicated for the first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.Pemetrexed Pfizer is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy.Pemetrexed Pfizer is indicated as monotherapy for the second-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-pfizer-previously-pemetrexed-hospira,Powder for concentrate for solution for infusion,Intravenous
115,Pemetrexed Pfizer (previously Pemetrexed Hospira),EMEA/H/C/003970,False,Authorised,L01BA04,False,True,False,False,False,False,19/11/2015,Pfizer Europe MA EEIG,Antineoplastic agents,Malignant pleural mesotheliomaPemetrexed Pfizer in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma.Non-small cell lung cancerPemetrexed Pfizer in combination with cisplatin is indicated for the first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.Pemetrexed Pfizer is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy.Pemetrexed Pfizer is indicated as monotherapy for the second-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-pfizer-previously-pemetrexed-hospira,Concentrate for solution for infusion,Intravenous
116,Tenofovir disoproxil Mylan,EMEA/H/C/004049,False,Authorised,J05AF07,False,True,False,False,False,False,08/12/2016,Mylan Pharmaceuticals Limited,Antivirals for systemic use,"HIV-1 infectionTenofovir disoproxil 245 mg film-coated tablets are indicated in combination with other antiretroviral medicinal products for the treatment of HIV-1 infected adults.In adults, the demonstration of the benefit of tenofovir disoproxil in HIV-1 infection is based on results of one study in treatment-naïve patients, including patients with a high viral load (> 100,000 copies/ml) and studies in which tenofovir disoproxil was added to stable background therapy (mainly tritherapy) in antiretroviral pre-treated patients experiencing early virological failure (< 10,000 copies/ml, with the majority of patients having < 5,000 copies/ml).Tenofovir disoproxil 245 mg film-coated tablets are also indicated for the treatment of HIV-1 infected adolescents, with NRTI resistance or toxicities precluding the use of first line agents, aged 12 to < 18 years.The choice of tenofovir disoproxil to treat antiretroviral-experienced patients with HIV-1 infection should be based on individual viral resistance testing and/or treatment history of patients.Hepatitis B infectionTenofovir disoproxil 245 mg film-coated tablets are indicated for the treatment of chronic hepatitis B in adults with:compensated liver disease, with evidence of active viral replication, persistently elevated serum alanine aminotransferase (ALT) levels and histological evidence of active inflammation and/or fibrosis.evidence of lamivudine-resistant hepatitis B virus.decompensated liver disease.Tenofovir disoproxil 245 mg film-coated tablets are indicated for the treatment of chronic hepatitis B in adolescents 12 to < 18 years of age with:compensated liver disease and evidence of immune active disease, i.e. active viral replication, persistently elevated serum ALT levels and histological evidence of active inflammation and/or fibrosis.",https://www.ema.europa.eu/en/medicines/human/EPAR/tenofovir-disoproxil-mylan,Tablet,Oral
117,Tagrisso,EMEA/H/C/004124,False,Authorised,L01XE,False,False,False,False,True,False,01/02/2016,AstraZeneca AB,"Other antineoplastic agents, Protein kinase inhibitors",TAGRISSO as monotherapy is indicated for:- the adjuvant treatment after complete tumour resection in adult patients with stage IB-IIIA non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations- the first-line treatment of adult patients NSCLC with activating EGFR mutations.- the treatment of adult patients with locally advanced or metastatic EGFR T790M mutation-positive NSCLC.TAGRISSO as monotherapy is indicated for:- the adjuvant treatment after complete tumour resection in adult patients with stage IB-IIIA non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations.- the first-line treatment of adult patients with locally advanced or metastatic NSCLC with activating EGFR mutations.- the treatment of adult patients with locally advanced or metastatic EGFR T790M mutation-positive NSCLC.,https://www.ema.europa.eu/en/medicines/human/EPAR/tagrisso,Tablet,Oral
118,Yellox,EMEA/H/C/001198,False,Authorised,S01BC11,False,False,False,False,False,False,18/05/2011,Bausch + Lomb Ireland Limited,Ophthalmologicals,Treatment of postoperative ocular inflammation following cataract extraction in adults.,https://www.ema.europa.eu/en/medicines/human/EPAR/yellox,Eye drops,Ophthalmic
119,PritorPlus,EMEA/H/C/000414,False,Authorised,C09DA07,False,False,False,False,False,False,22/04/2002,Bayer AG,Agents acting on the renin-angiotensin system,"Treatment of essential hypertension.PritorPlus fixed-dose combination (40 mg telmisartan / 12.5 mg hydrochlorothiazide, 80mg telmisartan / 12.5 mg hydrochlorothiazide) is indicated in patients whose blood pressure is not adequately controlled on telmisartan alone.PritorPlus fixed-dose combination (80 mg telmisartan / 25 mg hydrochlorothiazide) is indicated in patients whose blood pressure is not adequately controlled on PritorPlus (80 mg telmisartan / 12.5 mg hydrochlorothiazide) or patients who have been previously stabilised on telmisartan and hydrochlorothiazide given separately.",https://www.ema.europa.eu/en/medicines/human/EPAR/pritorplus,Tablet,Oral
120,Kinzalkomb,EMEA/H/C/000415,False,Authorised,C09DA07,False,False,False,False,False,False,19/04/2002,Bayer AG,Agents acting on the renin-angiotensin system,"Treatment of essential hypertension.Kinzalkomb fixed-dose combination (40 mg telmisartan / 12.5 mg hydrochlorothiazide, 80 mg telmisartan / 12.5 mg hydrochlorothiazide) is indicated in patients whose blood pressure is not adequately controlled on telmisartan alone.Kinzalkomb fixed-dose combination (80 mg telmisartan / 25 mg hydrochlorothiazide) is indicated in patients whose blood pressure is not adequately controlled on Kinzalkomb (80 mg telmisartan / 12.5 mg hydrochlorothiazide) or patients who have been previously stabilised on telmisartan and hydrochlorothiazide given separately.",https://www.ema.europa.eu/en/medicines/human/EPAR/kinzalkomb,Tablet,Oral
121,Tavlesse,EMEA/H/C/005012,False,Authorised,B02BX,True,False,False,False,False,False,09/01/2020,Instituto Grifols S.A.,Other systemic hemostatics,Tavlesse is indicated for the treatment of chronic immune thrombocytopenia (ITP) in adult patients who are refractory to other treatments.,https://www.ema.europa.eu/en/medicines/human/EPAR/tavlesse,Tablet,Oral
122,Incresync,EMEA/H/C/002178,False,Authorised,A10BD09,False,False,False,False,False,False,19/09/2013,Takeda Pharma A/S,"Drugs used in diabetes, Combinations of oral blood glucose lowering drugs","Incresync is indicated as a second- or third-line treatment in adult patients aged 18 years and older with type-2 diabetes mellitus:, , , 	as an adjunct to diet and exercise to improve glycaemic control in adult patients (particularly overweight patients) inadequately controlled on pioglitazone alone, and for whom metformin is inappropriate due to contraindications or intolerance;, 	in combination with metformin (i.e. triple combination therapy) as an adjunct to diet and exercise to improve glycaemic control in adult patients (particularly overweight patients) inadequately controlled on their maximal tolerated dose of metformin and pioglitazone., , , In addition, Incresync can be used to replace separate tablets of alogliptin and pioglitazone in those adult patients aged 18 years and older with type-2 diabetes mellitus already being treated with this combination., , After initiation of therapy with Incresync, patients should be reviewed after three to six months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, Incresync should be discontinued. In light of potential risks with prolonged pioglitazone therapy, prescribers should confirm at subsequent routine reviews that the benefit of Incresync is maintained (see section 4.4)., ",https://www.ema.europa.eu/en/medicines/human/EPAR/incresync,Tablet,Oral
123,Sitagliptin / Metformin hydrochloride Accord,EMEA/H/C/005850,False,Authorised,A10BD07,False,True,False,False,False,False,22/07/2022,Accord Healthcare S.L.U.,Drugs used in diabetes,"For adult patients with type 2 diabetes mellitus:It is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on their maximal tolerated dose of metformin alone or those already being treated with the combination of sitagliptin and metformin.It is indicated in combination with a sulphonylurea (i.e., triple combination therapy) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a sulphonylurea.It is indicated as triple combination therapy with a peroxisome proliferator-activated receptor gamma (PPAR?) agonist (i.e., a thiazolidinedione) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a PPAR? agonist.It is also indicated as add-on to insulin (i.e., triple combination therapy) as an adjunct to diet and exercise to improve glycaemic control in patients when stable dose of insulin and metformin alone do not provide adequate glycaemic control.",https://www.ema.europa.eu/en/medicines/human/EPAR/sitagliptin-metformin-hydrochloride-accord,Tablet,Oral
124,Aripiprazole Sandoz,EMEA/H/C/004008,False,Authorised,N05AX12,False,True,False,False,False,False,20/08/2015,Sandoz GmbH,Psycholeptics,"Aripiprazole Sandoz is indicated for the treatment of schizophrenia in adults and in adolescents aged 15 years and older., , Aripiprazole Sandoz is indicated for the treatment of moderate to severe manic episodes in Bipolar I Disorder and for the prevention of a new manic episode in adults who experienced predominantly manic episodes and whose manic episodes responded to aripiprazole treatment., , Aripiprazole Sandoz is indicated for the treatment up to 12 weeks of moderate to severe manic episodes in Bipolar I Disorder in adolescents aged 13 years and older., ",https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-sandoz,Tablet,Oral
125,Faslodex,EMEA/H/C/000540,False,Authorised,L02BA03,False,False,False,False,False,False,09/03/2004,AstraZeneca AB,"Endocrine therapy, Anti-estrogens","Faslodex is indicated, , , 	as monotherapy for the treatment of estrogen receptor positive, locally advanced or metastatic breast cancer in postmenopausal women:, 	, 		not previously treated with endocrine therapy, or, 		with disease relapse on or after adjuvant antiestrogen therapy, or disease progression on antiestrogen therapy., 	, 	, 	in combination with palbociclib for the treatment of hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer in women who have received prior endocrine therapy., , , In pre- or perimenopausal women, the combination treatment with palbociclib should be combined with a luteinizing hormone releasing hormone (LHRH) agonist., ",https://www.ema.europa.eu/en/medicines/human/EPAR/faslodex,Solution for injection,Intramuscular
126,Pioglitazone Teva Pharma,EMEA/H/C/002410,False,Withdrawn,A10BG03,False,True,False,False,False,False,26/03/2012,Teva Pharma B.V.,Drugs used in diabetes,"Pioglitazone is indicated in the treatment of type-2 diabetes mellitus as monotherapy:, , , 	in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance., , , Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance., , After initiation of therapy with pioglitazone, patients should be reviewed after 3 to 6 months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained., ",https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva-pharma,Tablet,Oral
127,Epivir,EMEA/H/C/000107,False,Authorised,J05AF05,False,False,False,False,False,False,08/08/1996,ViiV Healthcare BV,Antivirals for systemic use,"Epivir is indicated as part of antiretroviral combination therapy for the treatment of human-immunodeficiency-virus (HIV)-infected adults and children., ",https://www.ema.europa.eu/en/medicines/human/EPAR/epivir,Tablet,Oral
128,Epivir,EMEA/H/C/000107,False,Authorised,J05AF05,False,False,False,False,False,False,08/08/1996,ViiV Healthcare BV,Antivirals for systemic use,"Epivir is indicated as part of antiretroviral combination therapy for the treatment of human-immunodeficiency-virus (HIV)-infected adults and children., ",https://www.ema.europa.eu/en/medicines/human/EPAR/epivir,Solution,Oral
129,Combivir,EMEA/H/C/000190,False,Authorised,J05AR01,False,False,False,False,False,False,18/03/1998,ViiV Healthcare BV,Antivirals for systemic use,"Combivir is indicated in antiretroviral combination therapy for the treatment of Human Immunodeficiency Virus (HIV) infection., ",https://www.ema.europa.eu/en/medicines/human/EPAR/combivir,Tablet,Oral
130,Ivemend,EMEA/H/C/000743,False,Authorised,A04AD12,False,False,False,False,False,False,11/01/2008,Merck Sharp & Dohme B.V.,"Antiemetics and antinauseants, ",Prevention of nausea and vomiting associated with highly and moderately emetogenic cancer chemotherapy in adults and paediatric patients aged 6 months and older.Ivemend 150 mg is given as part of a combination therapy.,https://www.ema.europa.eu/en/medicines/human/EPAR/ivemend,Powder for solution for infusion,Intravenous
131,Aripiprazole Zentiva,EMEA/H/C/003899,False,Authorised,N05AX12,False,True,False,False,False,False,25/06/2015,"Zentiva, k.s.",Psycholeptics,Aripiprazole Zentiva is indicated for the treatment of schizophrenia in adults and in adolescents aged 15 years and older.Aripiprazole Zentiva is indicated for the treatment of moderate to severe manic episodes in Bipolar I Disorder and for the prevention of a new manic episode in adults who experienced predominantly manic episodes and whose manic episodes responded to aripiprazole treatment.Aripiprazole Zentiva is indicated for the treatment up to 12 weeks of moderate to severe manic episodes in Bipolar I Disorder in adolescents aged 13 years and older.,https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva,Tablet,Oral
132,Aripiprazole Zentiva,EMEA/H/C/003899,False,Authorised,N05AX12,False,True,False,False,False,False,25/06/2015,"Zentiva, k.s.",Psycholeptics,Aripiprazole Zentiva is indicated for the treatment of schizophrenia in adults and in adolescents aged 15 years and older.Aripiprazole Zentiva is indicated for the treatment of moderate to severe manic episodes in Bipolar I Disorder and for the prevention of a new manic episode in adults who experienced predominantly manic episodes and whose manic episodes responded to aripiprazole treatment.Aripiprazole Zentiva is indicated for the treatment up to 12 weeks of moderate to severe manic episodes in Bipolar I Disorder in adolescents aged 13 years and older.,https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-zentiva,Orodispersible Tablet,Oral
133,Ontilyv,EMEA/H/C/005782,False,Authorised,"N04, N04BX04",False,False,False,False,False,False,21/02/2022,Bial Portela & Companhia S.A.,Anti-Parkinson drugs,Ontilyv is indicated as adjunctive therapy to preparations of levodopa/ DOPA decarboxylase inhibitors (DDCI) in adult patients with Parkinson’s disease and end-of-dose motor fluctuations who cannot be stabilised on those combinations.,https://www.ema.europa.eu/en/medicines/human/EPAR/ontilyv,Hard Capsule,Oral
134,Daxas,EMEA/H/C/001179,False,Authorised,R03DX07,True,False,False,False,False,False,05/07/2010,AstraZeneca AB,"Drugs for obstructive airway diseases, ","Daxas is indicated for maintenance treatment of severe chronic obstructive pulmonary disease (COPD) (FEV1 post-bronchodilator less than 50% predicted) associated with chronic bronchitis in adult patients with a history of frequent exacerbations as add-on to bronchodilator treatment., ",https://www.ema.europa.eu/en/medicines/human/EPAR/daxas,Tablet,Oral
135,Opatanol,EMEA/H/C/000407,False,Authorised,S01GX09,False,False,False,False,False,False,16/05/2002,Novartis Europharm Limited,Ophthalmologicals,"Treatment of ocular signs and symptoms of seasonal allergic conjunctivitis., ",https://www.ema.europa.eu/en/medicines/human/EPAR/opatanol,Eye drops,Ophthalmic
136,Telzir,EMEA/H/C/000534,False,Authorised,J05AE07,False,False,False,False,False,False,12/07/2004,ViiV Healthcare BV,Antivirals for systemic use,"Telzir in combination with low-dose ritonavir is indicated for the treatment of human-immunodeficiency-virus-type-1-infected adults, adolescents and children of six years and above in combination with other antiretroviral medicinal products., , In moderately antiretroviral-experienced adults, Telzir in combination with low-dose ritonavir has not been shown to be as effective as lopinavir / ritonavir. No comparative studies have been undertaken in children or adolescents., , In heavily pretreated patients, the use of Telzir in combination with low-dose ritonavir has not been sufficiently studied., , In protease-inhibitor-experienced patients, the choice of Telzir should be based on individual viral resistance testing and treatment history., ",https://www.ema.europa.eu/en/medicines/human/EPAR/telzir,Tablet,Oral
137,Telzir,EMEA/H/C/000534,False,Authorised,J05AE07,False,False,False,False,False,False,12/07/2004,ViiV Healthcare BV,Antivirals for systemic use,"Telzir in combination with low-dose ritonavir is indicated for the treatment of human-immunodeficiency-virus-type-1-infected adults, adolescents and children of six years and above in combination with other antiretroviral medicinal products., , In moderately antiretroviral-experienced adults, Telzir in combination with low-dose ritonavir has not been shown to be as effective as lopinavir / ritonavir. No comparative studies have been undertaken in children or adolescents., , In heavily pretreated patients, the use of Telzir in combination with low-dose ritonavir has not been sufficiently studied., , In protease-inhibitor-experienced patients, the choice of Telzir should be based on individual viral resistance testing and treatment history., ",https://www.ema.europa.eu/en/medicines/human/EPAR/telzir,Suspension,Oral
138,Aptivus,EMEA/H/C/000631,False,Authorised,J05AE09,False,False,False,False,False,False,25/10/2005,Boehringer Ingelheim International GmbH,Antivirals for systemic use,"Aptivus, co-administered with low-dose ritonavir, is indicated for combination antiretroviral treatment of HIV-1 infection in highly pretreated adults and adolescents 12 years of age or older with virus resistant to multiple protease inhibitors.Aptivus should only be used as part of an active combination antiretroviral regimen in patients with no other therapeutic options.This indication is based on the results of two phase-III studies, performed in highly pretreated adult patients (median number of 12 prior antiretroviral agents) with virus resistant to protease inhibitors and of one phase-II study investigating pharmacokinetics, safety and efficacy of Aptivus in mostly treatment-experienced adolescent patients aged 12 to 18 years.In deciding to initiate treatment with Aptivus, co-administered with low dose ritonavir, careful consideration should be given to the treatment history of the individual patient and the patterns of mutations associated with different agents. Genotypic or phenotypic testing (when available) and treatment history should guide the use of Aptivus. Initiation of treatment should take into account the combinations of mutations which may negatively impact the virological response to Aptivus, co-administered with low-dose ritonavir.",https://www.ema.europa.eu/en/medicines/human/EPAR/aptivus,Soft Capsule,Oral
139,Celsentri,EMEA/H/C/000811,False,Authorised,J05AX09,False,False,False,False,False,False,18/09/2007,ViiV Healthcare B.V.,Antivirals for systemic use,"Celsentri, in combination with other antiretroviral medicinal products, is indicated for treatment experienced adults, adolescents and children of 2 years of age and older and weighing at least 10 kg infected with only CCR5-tropic HIV-1 detectable, ",https://www.ema.europa.eu/en/medicines/human/EPAR/celsentri,Tablet,Oral
140,Celsentri,EMEA/H/C/000811,False,Authorised,J05AX09,False,False,False,False,False,False,18/09/2007,ViiV Healthcare B.V.,Antivirals for systemic use,"Celsentri, in combination with other antiretroviral medicinal products, is indicated for treatment experienced adults, adolescents and children of 2 years of age and older and weighing at least 10 kg infected with only CCR5-tropic HIV-1 detectable, ",https://www.ema.europa.eu/en/medicines/human/EPAR/celsentri,Solution,Oral
141,Dynastat,EMEA/H/C/000381,False,Authorised,M01AH04,False,False,False,False,False,False,22/03/2002,Pfizer Europe MA EEIG,"Coxibs, Antiinflammatory and antirheumatic products","For the short-term treatment of postoperative pain in adults., ",https://www.ema.europa.eu/en/medicines/human/EPAR/dynastat,Powder and solvent for solution for injection,"Intramuscular, Intravenous"
142,Ciambra,EMEA/H/C/003788,False,Authorised,L01BA04,False,True,False,False,False,False,02/12/2015,Menarini International Operations Luxembourg S.A.,Antineoplastic agents,"Malignant pleural mesothelioma, , Ciambra in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma., , Non-small cell lung cancer, , Ciambra in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., , Ciambra is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy., , Ciambra is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., ",https://www.ema.europa.eu/en/medicines/human/EPAR/ciambra,Powder for concentrate for solution for infusion,Intravenous
143,Duloxetine Zentiva,EMEA/H/C/003935,False,Authorised,N06AX21,False,True,False,False,False,False,20/08/2015,"Zentiva, k.s.",Other antidepressants,"Treatment depressive disorder, diabetic neuropathic pain, anxiety disorder., , Duloxetine Zentiva is indicated in adults., ",https://www.ema.europa.eu/en/medicines/human/EPAR/duloxetine-zentiva,Gastro-Resistant Hard Capsule,Oral
144,Zynquista,EMEA/H/C/004889,False,Withdrawn,A10,True,False,False,False,False,False,26/04/2019,Guidehouse Germany GmbH,Drugs used in diabetes,"Zynquista is indicated as an adjunct to insulin therapy to improve glycaemic control in adults with type 1 diabetes mellitus with a Body Mass Index (BMI) ? 27 kg/m2, who have failed to achieve adequate glycaemic control despite optimal insulin therapy., ",https://www.ema.europa.eu/en/medicines/human/EPAR/zynquista,Tablet,Oral
145,Ranexa (previously Latixa),EMEA/H/C/000805,False,Authorised,C01EB18,False,False,False,False,False,False,08/07/2008,Menarini International Operations Luxembourg S.A. (MIOL),Cardiac therapy,"Ranexa is indicated as add-on therapy for the symptomatic treatment of patients with stable angina pectoris who are inadequately controlled or intolerant to first-line anti-anginal therapies (such as beta-blockers and / or calcium antagonists)., ",https://www.ema.europa.eu/en/medicines/human/EPAR/ranexa-previously-latixa,Prolonged-Release Tablet,Oral
146,Pemetrexed medac,EMEA/H/C/003905,False,Authorised,L01BA04,False,True,False,False,False,False,26/11/2015,medac Gesellschaft für klinische Spezialpräparate mbH,"Folic acid analogues, Antineoplastic agents","Malignant pleural mesothelioma Pemetrexed medac in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma., , Non-small cell lung cancer Pemetrexed medac in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., , Pemetrexed medac is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy., , Pemetrexed medac is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology., ",https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-medac,Powder for concentrate for solution for infusion,Intravenous
147,Thymanax,EMEA/H/C/000916,False,Withdrawn,N06AX22,False,False,False,False,False,False,19/02/2009,Servier (Ireland) Industries Ltd,"Psychoanaleptics, ",Treatment of major depressive episodes in adults.,https://www.ema.europa.eu/en/medicines/human/EPAR/thymanax,Tablet,Oral
148,Valdoxan,EMEA/H/C/000915,False,Authorised,N06AX22,False,False,False,False,False,False,19/02/2009,Les Laboratoires Servier,"Psychoanaleptics, ","Treatment of major depressive episodes in adults., ",https://www.ema.europa.eu/en/medicines/human/EPAR/valdoxan,Tablet,Oral
149,Braftovi,EMEA/H/C/004580,False,Authorised,L01EC03,False,False,False,False,False,False,19/09/2018,Pierre Fabre Medicament,Antineoplastic agents,"Encorafenib is indicated:in combination with binimetinib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutationin combination with cetuximab, for the treatment of adult patients with metastatic colorectal cancer (CRC) with a BRAF V600E mutation, who have received prior systemic therapy",https://www.ema.europa.eu/en/medicines/human/EPAR/braftovi,Hard Capsule,Oral
150,Myclausen,EMEA/H/C/001218,False,Authorised,L04AA06,False,True,False,False,False,False,07/10/2010,Passauer Pharma GmbH,Immunosuppressants,"Myclausen is indicated in combination with ciclosporin and corticosteroids for the prophylaxis of acute transplant rejection in patients receiving allogeneic renal, cardiac or hepatic transplants., ",https://www.ema.europa.eu/en/medicines/human/EPAR/myclausen,Tablet,Oral
151,Myclausen,EMEA/H/C/001218,False,Authorised,L04AA06,False,True,False,False,False,False,07/10/2010,Passauer Pharma GmbH,Immunosuppressants,"Myclausen is indicated in combination with ciclosporin and corticosteroids for the prophylaxis of acute transplant rejection in patients receiving allogeneic renal, cardiac or hepatic transplants., ",https://www.ema.europa.eu/en/medicines/human/EPAR/myclausen,Hard Capsule,Oral
152,Topotecan Hospira,EMEA/H/C/001192,False,Authorised,L01CE01,False,False,False,False,False,False,09/06/2010,Pfizer Europe MA EEIG,Other antineoplastic agents,"Topotecan monotherapy is indicated for the treatment of patients with relapsed small-cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate., , Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment-free interval to justify treatment with the combination., ",https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-hospira,Concentrate for solution for infusion,Intravenous
